lang_id,ISO6393,words,completeness,language,macroarea,family,ONE,TWO,PERSON,FISH,DOG,LOUSE,TREE,LEAF,SKIN,BLOOD,BONE,HORN (ANATOMY),EAR,EYE,NOSE,TOOTH,TONGUE,KNEE,BREAST,LIVER,DRINK,SEE,HEAR,DIE,COME,STAR,WATER,STONE,FIRE,PATH,MOUNTAIN,NIGHT,FULL,NEW,NAME,SUN,HAND,I,THOU,WE
HAWAIIAN,haw,40,100,Hawaiian,Papunesia,Austronesian,ekahi,lua,kanaka,i7a,ilio,uku,la7au,lau,ili,koko,iwi,kiwi,pepeiao,maka,ihu,niho,alelo,kuli,u,ake,inu,ike,lohe,make,hele mai,hoku,wai,haku,ahi,ala,mauna,po,piha,hou,inoa,la,lima,wau,oukou,makou
SERBOCROATIAN,hbs,40,100,Serbian-Croatian-Bosnian,Eurasia,Indo-European,yedan,dva,Covek,riba,pas,vaS,drvo,list,koZa,krv,kost,rog,uvo,oko,nos,zub,yezik,koleno,grudi,yetra,pi,vide,sluSa,umre,dolazi,zvezda,voda,kamen,vatra,ulica,planina,nox,pun,novi,ime,sunce,ruka,ya,ti,mi
HEBREW,heb,40,100,Modern Hebrew,Eurasia,Afro-Asiatic,7eXad,Snayim,7adam,dag,kelev,parXoS,Xec,Xale,Xor,dam,Xecem,keren,7ozen,Xayin,7af,Sen,laSon,berex,Sad,kaved,Sata,ra7a,SamaX,met,ba,koxav,mayim,7even,7eS,Svil,har,layla,male,xadaS,Sem,SemeS,yad,7ani,7ata,7anaXnu
HERERO,her,40,100,Herero,Africa,Atlantic-Congo,mE,vari,nu,hunu,ba,na,ti,yao,kova,bi4u,tupa,5a,ti,ho,yuru,yo,raka,goro,vErE,huri,na,muna,zuva,koka,za,5osE,mEva,wE,riro,jira,dunu,tuku,ura,pE,na,yuva,kE,ami,ovE,EtE
HINDI_2,hin,40,100,Hindi,Eurasia,Indo-European,ek,do,man3v,m3Cli,Swan,ju,per,p3tr,C3rm,l3hu,3sti,siNg,kan,ak,nak,d3nt,jib,janu,kuC,jig3r,pina,dekna,sunna,m3r3na,ana,tara,j3l,p3tt3r,ag,p3t,p3har,rat,b3ra,n3ya,nam,r3vi,hat,mE,tu,h3m
MOTU_HIRI,hmo,36,90,Hiri Motu,Papunesia,Pidgin,ta,rua,tauna,garume,sisia,utu,NA,raurau,kopina,rara,turiana,NA,taiana,matana,udubaubau,isena,marana,tuina,rata,asena,inua,itaia,kamonai,mase,mai,hisiu,ranu,nadi,rahi,dara,NA,hanuaboi,honu,matamata,radana,dina,imana,rau,NA,ita
CROATIAN,hrv,40,100,Croatian Standard,Eurasia,Indo-European,yedan,dva,Covek,riba,pas,uS,drvo,list,koZa,krv,kost,rog,uho,oko,nos,zub,yezik,koLeno,prsa,yetra,piti,videti,Cuti,umriyeti,dolaziti,zviyezda,voda,kamen,vatra,put,planina,noC,pun,nov,ime,sunce,ruka,ya,ti,mi
UPPER_SORBIAN,hsb,40,100,Upper Sorbian,Eurasia,Indo-European,yEd3n,dvay,vosoba,r3ba,ps3k,voS,Stom,wopEno,koZa,krEy,kosC,roh,vuxo,voCko,nos,zub,yaz3k,kolEno,ruj,yatra,piC,vijEC,s3SEC,mreC,pSi5C,vezda,voda,kamE5,vohE5,SCEZka,hora,noc,pown3,nov3,mEno,s3nco,ruka,ya,t3,m3
HUNGARIAN,hun,40,100,Hungarian,Eurasia,Uralic,eg,ketti,ember,hal,kuTa,teti,fa,level,bir,ver,Cont,sarv,fil,sem,or,fog,5elv,terd,mel,maj,in,lat,hallan,hal,jin,Cillag,viz,ki,tiz,it,heg,ej,tele,ij,nev,nap,kez,en,te,mi
EASTERN_ARMENIAN,hye,40,100,Eastern Armenian,Eurasia,Indo-European,mek,yerku,anc,cuk,Sun,voCil,car,terev,maSk,arun,voskor,yejur,akanj,aCk,kit,atam,lezu,cunk,kurck,lard,x3me,tesne,l3se,vaCanve,ga,ast3x,jur,kar,boc,arahet,sar,giSer,li,nor,anun,arev,cer,yes,du,menk
WESTERN_ARMENIAN,hyw,40,100,Western Armenian,Eurasia,Indo-European,meg,yergu,anc,cug,Sun,voCil,car,derev,maSg,arun,vosgor,boz,aganC,aCk,kit,agra,lezu,cung,gurck,lart,x3me,desne,l3se,merni,ka,asd3x,Cur,kar,grag,jampa,ler,kiSer,lecun,nor,anun,arev,cerk,yes,tun,menk
IBAN,iba,34,85,Iban,Papunesia,Austronesian,satu,dua,oraN,ikan,asu7,kutu,NA,daun,kulit,darah,tulaN,NA,peniN,mata,idoN,Neli7,dilah,NA,tusu,atau,irup,peda7,diNa,mati,datai,bintaN,ai7,batu,api,jalai,NA,malam,NA,baru,nama,NA,taNan,aku,nuan,kitai
IGBO_ONITSHA,ibo,40,100,Igbo,Africa,Atlantic-Congo,ofu,ibuo,o5e,azu,nita,igu,osisi,akuko,akuko,me,okuku,mi,ni,a5a,imi,eze,ile,ikele,ala,imeju,la,fu,nu,nu,bia,kakando,mili,mume,oku,uzo,ugu,uCiCi,ju,ofu,afa,a5aanu,aka,mu,gi,a5i
IGALA,igl,40,100,Igala,Africa,Atlantic-Congo,e5E,eji,EnE,Eja,aba,ina,oli,eNi,aNo,EbE,ogugu,iga,eti,eju,iNo,e5i,imalu,okuku,E5a,odo,No,li,go,ku,wa,awo,omi,okuta,una,ona,uwo,odu,ko,tito,odu,olu,owo,omi,uwE,awa
NUOSU_YI,iii,40,100,Sichuan Yi,Eurasia,Sino-Tibetan,c,5i,co,hu,ku,maCu,s,sCi,nSu,s,vudu,ofu,na,5o5o,na,jma,hanE,bac,anE,si,no,mo,na,s,la,muC,Z,lu,mutu,gasE,bozu,musi,ji,S,mi,hobu,lo,i,nu,o
INUKTITUT_EASTERN_CANADIAN,ike,36,90,Eastern Canadian Inuktitut,North America,Eskimo-Aleut,atausiq,maGuk,inuk,iqaluk,qimiq,kumak,napaqtuq,akiGuaGuq,amiq,auk,nataquaq,natuk,siut,iyi,qiNaq,kigut,uqaq,siquq,iviaNiq,tiNuk,NA,NA,NA,aniGnaNiqsivuq,qaiyuq,uLuGiaq,imaq,uyaGaq,ikuma,aGquti,kiNaq,unuaq,tatatuq,NA,atiq,siqiniq,agak,uvaNa,ivit,uvagut
ILOKANO,ilo,34,85,Iloko,Papunesia,Austronesian,masa,dua,tao,ikan,aso,kuto,NA,buloN,kudil,dara,tulaN,NA,lapayag,mata,agoN,Nipen,dila,NA,suso,dalem,inom,kita,deNeg,matay,umay,bituen,danum,bato,apoy,dalan,NA,rabi,NA,baro,nagan,NA,ima,siak,sika,datayo
INDONESIAN,ind,40,100,Standard Indonesian,Papunesia,Austronesian,satu,dua,oraN,ikan,anZiN,kutu,pohon,duan,kulit,darah,tulaN,tanduk,teliNa,mata,hiduN,gigi,lidah,lutut,buah dada,hati,minum,lihat,mendeNar,mati,dataN,bintaN,air,batu,api,Zalan,gunuN,malam,penuh,baru,nama,mata hari,taNan,saya,saudara,kami
INGUSH,inh,39,97.5,Ingush,Eurasia,Nakh-Daghestanian,ca7,Si,sag,CqEra,Zali,maza,Xi,Xa,Cor,ciy,tek,muXa,lErg,barg,mEraZ,carg,mot,go,naqa,diyiX,mala,bargago,Xaza,ala,an,sEdqa,Xiy,qEra,ci,NA,loam,bisa,iza,cEna,ci,mal,kulg,so,ho,Su
ICELANDIC,isl,40,100,Icelandic,Eurasia,Indo-European,eit,tveir,manEsTa,fiskir,hintir,lus,trE,pla8,hu8,plou8,pein,hort,eira,eixa,nev,tEn,tuNka,hnE,proust,livir,trEka,sau,heira,teiya,koma,starta,vat,steit,Eltir,stixir,fatl,nout,fitlir,nir,navn,soul,hEnt,yEx,8u,vi8
